"ZIP","d_spe_m","d_Int.Fam_m","d_nur.Ass_m","d_spe_miles","d_Int.Fam_miles","d_nur.Ass_miles"
"90064",3220.07303710231,1716.0843770825,1034.93087720232,2.00086559527652,1.06632804570973,0.643077831410592
"90065",4012.55174332068,1458.62125052918,1458.62125052918,2.49329025769613,0.90634747817688,0.90634747817688
"90066",2194.45189402725,641.165666770049,641.165666770049,1.36357257883806,0.398402865006803,0.398402865006803
"90067",261.055551452365,1711.99074560319,261.055551452365,0.162212802423581,1.0637843747146,0.162212802423581
"90068",2943.46382873371,2241.16461414226,2138.97346508086,1.82898817448998,1.39259858957228,1.32909979561862
"90069",1445.80731071603,1041.32560371264,1445.80731071603,0.898385245327915,0.647051340122435,0.898385245327915
"90077",5661.69793024406,5086.95225012598,5661.69793024406,3.5180247370003,3.16089344086767,3.5180247370003
"90089",2589.04625277916,690.654144669722,1008.14408541442,1.60876275540232,0.429153655951957,0.626433249291272
"90094",1287.77474869649,710.328804980579,755.799923310223,0.800188119786057,0.441378953471969,0.469633466706987
"90201",5576.46450452502,240.709079237455,240.709079237455,3.46506301000722,0.149570059302233,0.149570059302233
"90210",1705.46545493635,2882.22756560822,1705.46545493635,1.0597297369955,1.79093763008949,1.0597297369955
"90211",303.13510914243,176.445604847738,176.445604847738,0.18835989234247,0.10963848835407,0.10963848835407
"90212",1020.98508731038,799.849203865061,909.784903294665,0.634412297780691,0.497004488712802,0.565315535122886
"90220",2575.35996991493,230.209953032883,711.87120877361,1.6002584723644,0.143046188520066,0.442337361137864
"90221",4338.61405344843,500.483781741571,500.483781741571,2.69589648765856,0.310986977109605,0.310986977109605
"90222",294.210053865131,1665.15214485597,1784.26894358095,0.182814106320064,1.03468014518745,1.10869607639216
"90230",1761.57649820731,1596.39312450956,570.31402603154,1.09459560950906,0.99195516454544,0.354377587104987
"90232",2204.25211766015,175.470364336993,559.815714231552,1.36966217061662,0.109032500489016,0.347854222371626
"90240",3186.14607938806,1093.75819515259,1040.60840494065,1.97978430871541,0.679631522955118,0.646605692358765
"90241",667.516479856689,152.035424518761,234.673712896506,0.414776541847396,0.0944706678009378,0.145819847202273
"90242",1370.44630570924,458.584723016429,1250.55298046413,0.851557971410166,0.284952044326512,0.777059527796571
"90245",6268.7142047975,1906.0945959589,1899.15646435337,3.89520810071054,1.18439521540439,1.18008404958142
"90247",409.592682286258,162.738618840963,409.592682286258,0.254509725903947,0.101121340947819,0.254509725903947
"90248",2068.07548358957,1287.12220966567,1147.21107181515,1.28504572283642,0.799782649822703,0.712845683208738
"90249",3064.90114467224,603.917860448204,915.910485638536,1.90444601182612,0.375258093658397,0.569121804987471
"90250",4836.54435257112,660.00498194224,574.923035937831,3.00529680028529,0.410109101831956,0.357241500203705
"90254",2477.19063248761,212.356511953642,2806.6956579381,1.53925872251209,0.131952546978042,1.74400416191613
"90255",618.440897881659,372.44965524318,477.422596248507,0.38428231317289,0.231430061542732,0.296657385169391
"90260",5628.53977232915,59.2852574723706,1251.79154486277,3.49742116167444,0.0368382426785953,0.777829137946466
"90262",952.23338522761,657.295356556401,641.570379628162,0.59169186450819,0.408425414490661,0.398654342543006
"90265",25655.4930831787,6758.76082065702,13993.6058894118,15.9416239471949,4.19970970749315,8.69524518710267
"90266",5639.83858457373,384.216830957902,2779.73316764063,3.50444193555975,0.238741863719228,1.7272504055331
"90270",3863.05188279541,208.661162645842,186.147013586342,2.40039512023278,0.129656357665777,0.115666679251334
"90272",6542.16365497667,1310.52855057437,6214.59145942757,4.06512213390376,0.814326711928101,3.86157770230503
"90274",4879.42748313705,1082.22640575558,1345.92198246902,3.03194320848115,0.672465983419031,0.836319225563908
"90275",6538.33833385757,1295.14045188624,1383.56907179675,4.06274518365141,0.804764966934423,0.859712100486378
"90277",2932.4406422765,940.21641029283,969.904621719027,1.82213866695447,0.584224843906713,0.602672289086847
"90278",2601.49327966626,286.897391092648,286.897391092648,1.61649699856231,0.178270217040929,0.178270217040929
"90280",2016.3532320498,284.059678962988,284.059678962988,1.25290692585147,0.176506940089098,0.176506940089098
"90290",8930.39753082757,8390.7771301932,8930.39753082757,5.54910555310101,5.21380014800676,5.54910555310101
"90291",5024.94445269797,1046.89465591727,1046.89465591727,3.1223634860862,0.650511797331369,0.650511797331369
"90292",4255.28679576487,1214.04908846674,1053.75019541572,2.64411920151421,0.754377004527779,0.654771642670732
"90293",4103.83168727947,3063.96822241933,3474.53608562926,2.55000912627504,1.90386631937274,2.15898199611596
"90301",1204.49830119134,427.327430458523,427.327430458523,0.748442405701309,0.265529614909542,0.265529614909542
"90302",1829.51061154705,240.154952880076,1536.20575678125,1.13680801542685,0.149225740291098,0.954556375148353
"90303",2502.79614951996,748.465441684583,748.465441684583,1.55516929270381,0.465076019787356,0.465076019787356
"90304",1804.33424897044,1097.4742220888,1202.98189991577,1.12116411011373,0.681940560781936,0.747500155290845
"90305",2111.50158125936,468.310058407529,446.495423348885,1.31202951598752,0.290995102593317,0.27744008310791
"90401",1579.47602968449,572.66045655808,833.730846258018,0.981443343037821,0.355835595062622,0.518057617568704
"90402",2204.12562800626,1170.18197844485,1855.96867088327,1.36958357339422,0.727119178324562,1.15324833216304
"90403",913.095877958794,620.572248927557,620.572248927557,0.567372884510914,0.385606676605041,0.385606676605041
"90404",530.101173755246,401.720209108222,530.101173755246,0.329390417037572,0.249617985701108,0.329390417037572
"90405",2653.47901646397,647.448652842735,953.018742712959,1.64879951810305,0.402306941257121,0.59217986423811
"90501",2401.79628902992,1153.38928901567,1620.63828775435,1.49241073298987,0.716684658938243,1.00702044798138
"90502",602.274530610502,602.274530610502,602.274530610502,0.374236973299925,0.374236973299925,0.374236973299925
"90503",400.016111936164,429.783507240643,490.419844971329,0.24855910617779,0.26705575406107,0.304733521177209
"90504",5025.97455640845,545.80243575327,2201.86008595123,3.12300356444782,0.33914675317414,1.3681758273275
"90505",100.436320796724,93.1058357774854,88.9239703072329,0.0624083915124986,0.0578534279751236,0.0552549307835715
"90601",4001.97835636987,3506.28967128774,1326.58499344513,2.48672024331084,2.17871280853501,0.824303747775568
"90602",1493.77053003986,353.568743970426,520.950272515609,0.928188282177698,0.219697978034739,0.323704296491487
"90603",1402.30407593356,176.843693572245,176.843693572245,0.871353521278012,0.109885849834246,0.109885849834246
"90604",2629.72240292495,1721.74970198182,1844.64796609766,1.63403780613478,1.06984832414643,1.1462139548496
"90605",2278.83731957736,2278.83731957736,2279.61682847456,1.41600738164549,1.41600738164549,1.41649174722219
"90606",2145.17040497235,2125.09941784906,2125.09941784906,1.33295040511784,1.32047884092178,1.32047884092178
"90623",2444.10754351772,1379.96250859988,2930.26139316926,1.51870179298204,0.857471080442837,1.82078454097286
"90630",5741.78526479679,3578.70432518681,2893.82775311322,3.56778882324232,2.22370930020183,1.79814567034512
"90631",6227.17600540574,4779.78751817221,4779.78751817221,3.86939739607898,2.97002965077125,2.97002965077125
"90638",5601.08238931928,1367.42542705664,1367.42542705664,3.48035989245236,0.849680879774717,0.849680879774717
"90640",1592.52865889469,486.669654203987,486.669654203987,0.989553890970639,0.302403254877147,0.302403254877147
"90650",1924.88983380778,502.631010322447,502.631010322447,1.19607406378253,0.312321206409116,0.312321206409116
"90660",3812.73433221062,537.236813339089,537.236813339089,2.36912916612439,0.333824308933531,0.333824308933531
"90670",4508.64602157876,3460.79175998542,891.238266759753,2.80154971701366,2.15044164687724,0.553791160823538
"90701",2464.25134915166,359.573883029322,558.636536444023,1.53121860461535,0.223429407725727,0.347121513442792
"90703",1135.66791687569,1407.34078116036,653.371125382568,0.705673081434434,0.87448319258849,0.405987004226931
"90704",52773.3034630476,690.59432377698,690.59432377698,32.7918919948846,0.429116484880125,0.429116484880125
"90706",3624.8848092177,941.349317600274,709.43087108976,2.25240459394391,0.584928801620711,0.4408210018329
"90710",906.048738753902,266.254619847466,266.254619847466,0.562993984337618,0.165443361780274,0.165443361780274
"90712",1182.84525214311,416.256883031461,547.097053797348,0.734987791357397,0.258650678558578,0.339951193531105
"90713",2663.665171304,2447.14248400493,2447.14248400493,1.65512891701194,1.52058762225815,1.52058762225815
"90715",3269.95397004376,1009.84150451888,2246.42301575983,2.03186024708499,0.627487979245457,1.3958660169758
"90716",4258.94690097507,251.346832974722,929.524407606405,2.64639349110509,0.156180069453765,0.577581124937182
"90717",2322.42828535034,486.087643978117,580.560287460715,1.44309361934106,0.302041609590339,0.360744334609663
"90723",1944.96423806672,380.057806062397,380.057806062397,1.20854775129353,0.236157559038113,0.236157559038113
"90731",1464.47307548202,344.620687135697,344.620687135697,0.909983642662223,0.214137899471645,0.214137899471645
"90732",1082.66420002725,168.730965182901,704.833956944654,0.672738016843704,0.104844821593262,0.437964604710412
"90744",3038.82569941494,501.793134554268,579.034692763398,1.88824344104723,0.31180057325007,0.359796371657572
"90745",2736.33654902419,1028.18219790054,1445.30813781749,1.70028492986205,0.638884386084072,0.898075072897888
"90746",2817.31790948592,2652.9606326215,2817.31790948592,1.75060453942978,1.64847740851622,1.75060453942978
"90755",2385.99627089407,1879.36758401538,574.845459344232,1.48259303248168,1.16778777885057,0.357193296223441
"90802",1303.99308336577,994.952690188552,913.1433873457,0.81026575078341,0.618236475939548,0.567402405548672
"90803",4647.90635222995,1997.54880059252,2034.24101683697,2.88808228977714,1.24122236481572,1.26402190763728
"90804",3536.46623394852,1025.39346047485,1114.23547659875,2.19746370185823,0.637151540678072,0.692355547366464
"90805",3334.76630847204,474.952121948998,1502.35285497503,2.07213286718285,0.295122299793082,0.933521104909484
"90806",983.655683060998,237.899596049385,237.899596049385,0.611216823704747,0.14782432304509,0.14782432304509
"90807",3005.02012747305,536.325915963963,847.176453006246,1.86723758029568,0.333258302138742,0.526412351029768
"90808",634.866483146771,638.388203955256,638.388203955256,0.394488724040148,0.396677025336632,0.396677025336632
"90810",2992.19020203736,1308.10837873971,2269.88522821131,1.8592654144167,0.812822883132033,1.41044479613463
"90813",166.412722736906,166.412722736906,166.412722736906,0.103404328940377,0.103404328940377,0.103404328940377
"90814",4162.62531833601,538.125793699076,589.569692288109,2.58654188570222,0.334376697092644,0.366342533142847
"90815",497.794752139374,497.794752139374,1575.1404388511,0.309316087426755,0.309316087426755,0.978749325096683
"91001",7637.56977010189,2122.46974122331,2208.21589533528,4.74577762940205,1.31884483156034,1.37212515399809
"91006",1537.54288695785,352.414552110045,1222.68635020473,0.955387231385446,0.218980794679835,0.759743963491079
"91007",1636.50894350424,37.4394808741648,108.687561630702,1.01688204077711,0.0232638726895279,0.0675354876102637
"91008",2784.28654596947,1934.08960433411,1934.08960433411,1.73007975068629,1.20179055037103,1.20179055037103
"91010",1202.24431014974,1202.24431014974,1202.24431014974,0.747041837119401,0.747041837119401,0.747041837119401
"91011",1522.93276479902,517.866573104892,616.486977807515,0.946308899796826,0.321788169749644,0.383068200509224
"91016",1999.45024264798,536.029640376488,1244.70307621416,1.24240386906929,0.33307420456615,0.773424556783626
"91020",1815.26879695293,592.993413207324,1548.75606787341,1.12795854011765,0.368469939979945,0.962354796297493
"91023",10434.831542019,8338.66865265223,8388.09629531511,6.48391983174408,5.18142136071447,5.21213435030205
"91024",3925.93032928646,452.232166220405,3814.42482289917,2.4394660726052,0.281004738725444,2.37017959094981
"91030",2604.10540087291,1724.89467686416,1724.89467686416,1.61812009946494,1.07180252579576,1.07180252579576
"91040",10895.799483283,960.566498349335,960.566498349335,6.77035274291509,0.596869833813448,0.596869833813448
"91042",9931.05685286058,1453.71195635821,1453.71195635821,6.17088797448679,0.903296976622842,0.903296976622842
"91101",1759.77121743605,226.316586370135,226.316586370135,1.0934738572558,0.140626956622053,0.140626956622053
"91103",4161.65271935156,873.384823077046,1493.99505856695,2.58593753920959,0.542697517663791,0.928327798083033
"91104",5087.72770103671,1082.75431374465,1109.58962927346,3.16137528492221,0.672794011050897,0.689468744499895
"91105",1150.75653028014,1150.75653028014,1150.75653028014,0.715048734437805,0.715048734437805,0.715048734437805
"91106",2408.56327121525,259.819566636024,911.232078187084,1.49661555122923,0.161444795155793,0.566214770146199
"91107",818.010223197618,818.010223197618,818.010223197618,0.508289250995823,0.508289250995823,0.508289250995823
"91108",2623.38221392435,785.235554174402,193.137037016135,1.6300981855446,0.487923965212076,0.120010089239151
"91201",3541.61690053723,538.791486718421,103.677772484668,2.20066418565203,0.334790340585843,0.0644225412185542
"91202",892.157244509799,547.31482632143,372.735856279829,0.554362188543005,0.340086511440361,0.231607899064106
"91203",868.55861494982,437.952523222248,865.587480995793,0.539698643512136,0.272131757877296,0.537852461876169
"91204",1183.25155071025,278.69939489757,278.69939489757,0.735240254209956,0.173176205710148,0.173176205710148
"91205",473.411876629651,473.411876629651,473.411876629651,0.294165233343887,0.294165233343887,0.294165233343887
"91206",678.762345322707,610.002731901982,556.276707747844,0.421764416048012,0.379039066885793,0.345655180227822
"91207",1950.68472484081,921.111830799618,1622.91317136492,1.21210230581531,0.572353779064472,1.00843399863604
"91208",2771.23653034638,1296.46201307004,1296.46201307004,1.72197082676525,0.805586149023849,0.805586149023849
"91210",2083.43224648885,372.007264287546,1021.55683180396,1.29458799662523,0.231155171863961,0.634767564221335
"91214",4436.0612705523,1402.60800363981,1734.56348447374,2.7564475316293,0.87154237366859,1.07781045924027
"91301",15857.7624068934,1103.13662139774,1103.13662139774,9.85358122391378,0.685459021336539,0.685459021336539
"91302",8729.91521829113,3662.39950345896,7151.33892383749,5.42453130991036,2.27571520216919,4.44364703781519
"91303",1148.16278539405,820.974421977912,413.546690398283,0.713437052079766,0.510131123303908,0.256966638745251
"91304",2671.22400177847,274.361122391406,2671.22400177847,1.65982576818974,0.17048052145066,1.65982576818974
"91306",3650.13277027979,1096.65767477791,1590.0446486868,2.26809298860389,0.681433180544761,0.988010394749899
"91307",1223.8097422545,1406.62772584984,543.946450902967,0.760442008683372,0.87404011945881,0.337993494788526
"91311",3843.01582050604,1079.01060530085,3843.01582050604,2.38794525737634,0.670467772689955,2.38794525737634
"91316",1422.88559217277,757.789216348645,754.174759686681,0.884142314347975,0.47086955916627,0.468623634338723
"91321",4452.11305094168,1652.40878372266,1652.40878372266,2.76642167033795,1.02676176800593,1.02676176800593
"91324",1710.32668717173,1524.46496991742,1451.42276769416,1.0627503741731,0.94726097028435,0.901874537197956
"91325",1991.55235781546,1877.08743515461,1812.15937447055,1.23749633875717,1.16637095651299,1.12602642976037
"91326",1602.24505679978,1602.24505679978,1602.24505679978,0.995591395727305,0.995591395727305,0.995591395727305
"91330",2562.54589155789,2312.12251898623,2164.19379277303,1.59229615342804,1.43668989709212,1.3447710196559
"91331",4174.18571779096,2665.04765285358,1054.45398356766,2.59372520274831,1.65598795335577,0.655208957440727
"91335",2788.33823618812,77.5656070889283,366.301118401952,1.7325973605255,0.0481971535467511,0.227609528379306
"91340",2652.65074095818,132.642267834935,307.537336781753,1.64828485028532,0.0824202889600304,0.191095316578071
"91342",2842.13808281499,1020.9859633313,1020.9859633313,1.76602711845538,0.63441284211621,0.63441284211621
"91343",2879.61136108508,35.8270445281375,35.8270445281375,1.78931199192531,0.0222619487045233,0.0222619487045233
"91344",2539.19503859212,543.372547987356,2506.31570291863,1.5777865700176,0.337636887163282,1.55735624723093
"91345",2206.59245642166,892.191363954348,892.191363954348,1.37111639331754,0.554383389435637,0.554383389435637
"91350",5391.33968588258,3407.18163991056,2685.47108670712,3.35003149482557,2.1171297798542,1.66867851834113
"91351",1295.11283020617,959.238514310047,959.238514310047,0.804747803575487,0.596044660736729,0.596044660736729
"91352",5387.9412957443,860.22415878848,2681.37005962104,3.34791982784514,0.534519839678676,1.66613025191758
"91354",5752.73484909677,2148.57132022803,2138.15170662071,3.57459259640397,1.33506364113738,1.32858917731536
"91355",830.866986141592,826.215946709979,894.131095056452,0.516278092970778,0.513388063870891,0.555588685458916
"91356",754.781313667091,343.645693857511,643.588716973139,0.469000530445456,0.213532065230163,0.399908482342537
"91361",24235.5745219212,1871.55863969205,3868.70112271989,15.0593252649665,1.16293551374604,2.40390540390464
"91362",22106.400095163,6139.1638742489,5861.32058885805,13.736314324607,3.81470905728367,3.64206481468059
"91364",2022.29620815245,1716.8474681926,2022.29620815245,1.25659972917622,1.06680220972113,1.25659972917622
"91367",2731.06456680417,594.551457491635,994.357327860753,1.69700906384242,0.369438066220709,0.617866534020626
"91381",2787.08561951932,2787.08561951932,2787.08561951932,1.73181901867804,1.73181901867804,1.73181901867804
"91384",11077.7164177635,5308.13734011654,5308.13734011654,6.88339096633618,3.29833182554124,3.29833182554124
"91387",4103.02991956179,1487.97022027615,1523.50734042286,2.54951092967415,0.924584127826407,0.94666592542462
"91390",9932.54623750348,9093.90518259423,9093.90518259423,6.17181343749828,5.65070475014244,5.65070475014244
"91401",2959.43275125411,1474.97542512754,1846.41696570196,1.83891082757783,0.916509516402712,1.14731316297486
"91402",1253.60937793966,285.189822598533,285.189822598533,0.778958689860227,0.177209180532724,0.177209180532724
"91403",3053.29269718041,1152.78431394644,1257.40007096203,1.89723283903986,0.716308743923871,0.781314123157338
"91405",2043.9946148306,301.820027114043,168.869746265506,1.27008252751476,0.187542736223572,0.104931056374356
"91406",2483.10021603398,1557.43521466989,886.161271055842,1.54293077661276,0.967747781494212,0.55063645410904
"91411",2239.86562593088,1191.40961403994,846.438118538944,1.39179143371251,0.740309452346888,0.525953570121257
"91423",2795.77788773816,556.818564914821,1932.75938561139,1.73722015716887,0.345991875498541,1.20096398872295
"91436",734.702291916988,727.383411879133,725.303775162003,0.456523973751344,0.45197622123301,0.45068399167485
"91501",4670.43035736689,383.876081484465,408.255233584375,2.9020780924894,0.238530131286406,0.253678671743929
"91502",3306.19721069037,745.902012183092,741.528637732399,2.05438080871063,0.463483174582806,0.460765678931984
"91504",3774.83641891922,1743.34365873926,1480.25663357628,2.34558043602919,1.0832662201519,0.919791115349325
"91505",2061.71617483899,1553.24669614884,1553.24669614884,1.28109422175488,0.965145150278273,0.965145150278273
"91506",1664.53735139834,514.055937171068,1034.24618066018,1.03429812929421,0.319420344471068,0.642652379646428
"91601",2585.87704360106,328.346322059382,2987.2338927179,1.6067934952223,0.204025452706937,1.85618569893117
"91602",561.271919169813,144.295756626366,4400.75439813453,0.348759068419236,0.0896614491818796,2.73450880369252
"91604",2510.50169204017,2510.50169204017,2597.52509459326,1.55995730674697,1.55995730674697,1.61403127654396
"91605",2090.13403434619,540.314166025145,1463.28782218844,1.29875230488659,0.335736491993703,0.909247158579566
"91606",3119.28625263099,191.947422754507,191.947422754507,1.93823943519144,0.119270895369845,0.119270895369845
"91607",1553.5233279343,1549.77447515373,1631.80963517759,0.965317041727851,0.962987606816289,1.01396201870182
"91702",3050.89810452692,554.464196641125,733.981465070969,1.8957449044496,0.344528935241232,0.456076071601382
"91706",2930.1353467148,317.755538347544,317.755538347544,1.82070621914251,0.197444628448646,0.197444628448646
"91709",11460.0302170361,8054.38483755,9739.84820526009,7.12095033804918,5.00477514853916,6.05207613385617
"91710",8203.03166309839,6885.64571263279,7186.94005761264,5.09714023332446,4.27855252005964,4.46576861173689
"91711",1359.06079788643,667.284395107628,1718.56939171107,0.844483327256161,0.414632330711738,1.0678721660501
"91722",1297.10710245962,1297.10710245962,1344.51475159119,0.805986989983236,0.805986989983236,0.835444810662253
"91723",1590.19928010021,189.918802397467,680.215436427069,0.988106478494418,0.118010365986968,0.422667327244131
"91724",4680.04480400805,1818.78862566153,1818.78862566153,2.90805224751019,1.13014566571484,1.13014566571484
"91731",4220.36085768005,762.627950947231,760.155205119747,2.62241717578638,0.473876216925715,0.472339720083852
"91732",2461.11307693166,952.219851368119,952.219851368119,1.52926856781765,0.59168345493688,0.59168345493688
"91733",1016.55163197804,1008.72106904707,1083.76380264213,0.631657469508024,0.626791771190094,0.673421279929742
"91740",1593.53772157611,1593.53772157611,1683.83114681186,0.990180895010448,0.990180895010448,1.04628676775067
"91741",1697.48400507486,1211.42813472685,1616.29394771464,1.05477028165264,0.752748415329793,1.00432099352197
"91744",4491.24187367779,1868.39046901639,1868.39046901639,2.79073525400337,1.16096689886313,1.16096689886313
"91745",941.046375321422,249.733902974271,540.414582245979,0.584740561547853,0.15517783872536,0.335798887895646
"91746",2034.02123626264,830.67141421282,830.67141421282,1.26388534198034,0.516156569906185,0.516156569906185
"91748",8102.95940812135,677.772007120933,1750.77131723007,5.03495806238666,0.421149046889366,1.08788156463523
"91750",3475.7645562806,240.646595635279,737.215013707181,2.15974533428648,0.149531233695353,0.458085310566556
"91754",174.99809476476,174.99809476476,174.99809476476,0.108739045052481,0.108739045052481,0.108739045052481
"91755",1752.30221743902,1322.95503438151,1351.47539689756,1.08883282428761,0.822048190178279,0.839769965885122
"91765",10933.2893988072,247.851472386267,247.851472386267,6.79364795432113,0.154008147679339,0.154008147679339
"91766",2547.40065640043,644.447085622517,644.447085622517,1.58288531721105,0.400441849219256,0.400441849219256
"91767",1003.9129098564,896.185406927965,896.185406927965,0.623804112155542,0.55686517884845,0.55686517884845
"91768",3109.37496705621,1978.3113816967,1978.3113816967,1.93208083255012,1.22926875719034,1.22926875719034
"91770",4175.35518605925,668.369657512528,1493.55741831255,2.5944518784466,0.415306683182254,0.928055860360489
"91773",6486.28791741258,1761.16327008845,1761.16327008845,4.03040247394123,1.09433884082198,1.09433884082198
"91775",1673.47794243897,1687.84308564446,1687.84308564446,1.03985356881639,1.04877967716235,1.04877967716235
"91776",1845.19858382126,585.468123986764,585.468123986764,1.14655609369136,0.363793930422884,0.363793930422884
"91780",3401.53175264071,747.196460773776,879.566548823505,2.11361909393957,0.464287509646051,0.546538673508087
"91789",10653.6792054238,2841.82919472002,3571.28550518269,6.6199058032633,1.7658351838145,2.21909944771315
"91790",833.912979226212,255.696227791237,188.683691720474,0.518170790029585,0.158882664813673,0.117242901885539
"91791",3306.85346112661,1893.16500349523,2867.98756836779,2.05478858484013,1.17636111915147,1.78208928403432
"91792",7418.4102482502,1117.48041432524,1479.45554604002,4.6095978775462,0.694371863201835,0.919293341394622
"91801",939.94840511007,240.596839857785,179.765414752045,0.584058312792865,0.149500316811727,0.111701327719466
"91803",2277.99557125535,794.65415059338,2155.43615068024,1.41548434218708,0.493776424244336,1.33932925962211
"92397",40627.03030706,38386.7393630433,38456.7596603925,25.2445290038525,23.8524732890771,23.895981992862
